good_sentence,bad_sentence,suite,good_cond,bad_cond,syntaxgym_id,item_id
I know what our mother said her friend remarked that the park attendant reported the cop thinks your friend threw into the trash can.,I know that our mother said her friend remarked that the park attendant reported the cop thinks your friend threw into the trash can.,fgd-embed4,what_gap,that_gap,1,260
The accountant wondered that the security guard believed his friend knew the assistant reported her colleague suspected the secretary introduced the new woman to her friend.,The accountant wondered who the security guard believed his friend knew the assistant reported her colleague suspected the secretary introduced the new woman to her friend.,fgd-embed4,that_no-gap,what_no-gap,2,261
The accountant wondered who the security guard believed his friend knew the assistant reported her colleague suspected the secretary introduced to her friend.,The accountant wondered that the security guard believed his friend knew the assistant reported her colleague suspected the secretary introduced to her friend.,fgd-embed4,what_gap,that_gap,2,262
The assistant told me that the man knew his friend recalled the woman said her colleague saw the pilot sent the package to his family.,The assistant told me what the man knew his friend recalled the woman said her colleague saw the pilot sent the package to his family.,fgd-embed4,that_no-gap,what_no-gap,3,263
The assistant told me what the man knew his friend recalled the woman said her colleague saw the pilot sent to his family.,The assistant told me that the man knew his friend recalled the woman said her colleague saw the pilot sent to his family.,fgd-embed4,what_gap,that_gap,3,264
We discovered that the delivery boy remarked that the worker said that the gardener knew the maid remembers the funny actor told a story about the woman.,We discovered what the delivery boy remarked that the worker said that the gardener knew the maid remembers the funny actor told a story about the woman.,fgd-embed4,that_no-gap,what_no-gap,4,265
We discovered what the delivery boy remarked that the worker said that the gardener knew the maid remembers the funny actor told about the woman.,We discovered that the delivery boy remarked that the worker said that the gardener knew the maid remembers the funny actor told about the woman.,fgd-embed4,what_gap,that_gap,4,266
The neighbors found out that her mother heard the newspaper reported the mayor said his assistant saw the young woman bought a gift for her parents.,The neighbors found out what her mother heard the newspaper reported the mayor said his assistant saw the young woman bought a gift for her parents.,fgd-embed4,that_no-gap,what_no-gap,5,267
The neighbors found out what her mother heard the newspaper reported the mayor said his assistant saw the young woman bought for her parents.,The neighbors found out that her mother heard the newspaper reported the mayor said his assistant saw the young woman bought for her parents.,fgd-embed4,what_gap,that_gap,5,268
My friend knows that the judge thought the cop said the man testified his friend reported the successful architect handed an award for her mother.,My friend knows what the judge thought the cop said the man testified his friend reported the successful architect handed an award for her mother.,fgd-embed4,that_no-gap,what_no-gap,6,269
My friend knows what the judge thought the cop said the man testified his friend reported the successful architect handed for her mother.,My friend knows that the judge thought the cop said the man testified his friend reported the successful architect handed for her mother.,fgd-embed4,what_gap,that_gap,6,270
The commissioner discovered that the report stated the television host thought the man reported the lawyer said the police detective lent some money to the man.,The commissioner discovered what the report stated the television host thought the man reported the lawyer said the police detective lent some money to the man.,fgd-embed4,that_no-gap,what_no-gap,7,271
The commissioner discovered what the report stated the television host thought the man reported the lawyer said the police detective lent to the man.,The commissioner discovered that the report stated the television host thought the man reported the lawyer said the police detective lent to the man.,fgd-embed4,what_gap,that_gap,7,272
We all know that the accountant said his colleague recalled the partners knew their accountant suspects the investor repaid his debt to the criminal kingpin.,We all know what the accountant said his colleague recalled the partners knew their accountant suspects the investor repaid his debt to the criminal kingpin.,fgd-embed4,that_no-gap,what_no-gap,8,273
We all know what the accountant said his colleague recalled the partners knew their accountant suspects the investor repaid to the criminal kingpin.,We all know that the accountant said his colleague recalled the partners knew their accountant suspects the investor repaid to the criminal kingpin.,fgd-embed4,what_gap,that_gap,8,274
I know that the secretary said the journalist remarked that the workers said their representatives think the business man promised a raise to the factory workers.,I know what the secretary said the journalist remarked that the workers said their representatives think the business man promised a raise to the factory workers.,fgd-embed4,that_no-gap,what_no-gap,9,275
I know what the secretary said the journalist remarked that the workers said their representatives think the business man promised to the factory workers.,I know that the secretary said the journalist remarked that the workers said their representatives think the business man promised to the factory workers.,fgd-embed4,what_gap,that_gap,9,276
The newspaper reported that the investigator thought the businessman believed the banker said his friend believes the boss sold a car to his friend.,The newspaper reported what the investigator thought the businessman believed the banker said his friend believes the boss sold a car to his friend.,fgd-embed4,that_no-gap,what_no-gap,10,277
The newspaper reported what the investigator thought the businessman believed the banker said his friend believes the boss sold to his friend.,The newspaper reported that the investigator thought the businessman believed the banker said his friend believes the boss sold to his friend.,fgd-embed4,what_gap,that_gap,10,278
Her friend found out that my friend believed the professor said his colleague noticed their students recalled the visitor told a story to the guests.,Her friend found out what my friend believed the professor said his colleague noticed their students recalled the visitor told a story to the guests.,fgd-embed4,that_no-gap,what_no-gap,11,279
Her friend found out what my friend believed the professor said his colleague noticed their students recalled the visitor told to the guests.,Her friend found out that my friend believed the professor said his colleague noticed their students recalled the visitor told to the guests.,fgd-embed4,what_gap,that_gap,11,280
I realized that the painter believed his rival suspected the man said his friend recalls the suffering artist saw a painting at the museum.,I realized what the painter believed his rival suspected the man said his friend recalls the suffering artist saw a painting at the museum.,fgd-embed4,that_no-gap,what_no-gap,12,281
I realized what the painter believed his rival suspected the man said his friend recalls the suffering artist saw at the museum.,I realized that the painter believed his rival suspected the man said his friend recalls the suffering artist saw at the museum.,fgd-embed4,what_gap,that_gap,12,282
The novel revealed that our friend thought the reporter knows her contact said his friend saw the young politician said something to his donors.,The novel revealed what our friend thought the reporter knows her contact said his friend saw the young politician said something to his donors.,fgd-embed4,that_no-gap,what_no-gap,13,283
The novel revealed what our friend thought the reporter knows her contact said his friend saw the young politician said to his donors.,The novel revealed that our friend thought the reporter knows her contact said his friend saw the young politician said to his donors.,fgd-embed4,what_gap,that_gap,13,284
We all know that my neighbor said her associate knew a friend thinks her sister believes the young professional assembled the bed for his parents.,We all know what my neighbor said her associate knew a friend thinks her sister believes the young professional assembled the bed for his parents.,fgd-embed4,that_no-gap,what_no-gap,14,285
We all know what my neighbor said her associate knew a friend thinks her sister believes the young professional assembled for his parents.,We all know that my neighbor said her associate knew a friend thinks her sister believes the young professional assembled for his parents.,fgd-embed4,what_gap,that_gap,14,286
I know that their friend said the secretary believed the worker thinks his boss reported the elderly lady found a quarter on the bus.,I know what their friend said the secretary believed the worker thinks his boss reported the elderly lady found a quarter on the bus.,fgd-embed4,that_no-gap,what_no-gap,15,287
I know what their friend said the secretary believed the worker thinks his boss reported the elderly lady found on the bus.,I know that their friend said the secretary believed the worker thinks his boss reported the elderly lady found on the bus.,fgd-embed4,what_gap,that_gap,15,288
My friends all know that her friend knew the delivery man believed the cop said his partner recalled the single mother described her woes to her friends.,My friends all know what her friend knew the delivery man believed the cop said his partner recalled the single mother described her woes to her friends.,fgd-embed4,that_no-gap,what_no-gap,16,289
My friends all know what her friend knew the delivery man believed the cop said his partner recalled the single mother described to her friends.,My friends all know that her friend knew the delivery man believed the cop said his partner recalled the single mother described to her friends.,fgd-embed4,what_gap,that_gap,16,290
The visitor said that my friend said her mother knew the clerk stated his friend saw the human resources officer talked with the new manager in her office.,The visitor said who my friend said her mother knew the clerk stated his friend saw the human resources officer talked with the new manager in her office.,fgd-embed4,that_no-gap,what_no-gap,17,291
The visitor said who my friend said her mother knew the clerk stated his friend saw the human resources officer talked with in her office.,The visitor said that my friend said her mother knew the clerk stated his friend saw the human resources officer talked with in her office.,fgd-embed4,what_gap,that_gap,17,292
I know that the woman believed the secretary said her friend recalled a colleague thinks the five star general found a gun in the office.,I know what the woman believed the secretary said her friend recalled a colleague thinks the five star general found a gun in the office.,fgd-embed4,that_no-gap,what_no-gap,18,293
I know what the woman believed the secretary said her friend recalled a colleague thinks the five star general found in the office.,I know that the woman believed the secretary said her friend recalled a colleague thinks the five star general found in the office.,fgd-embed4,what_gap,that_gap,18,294
The colleagues realized that her mother stated a friend said her husband knew his brother said the journalist discovered the bribery two weeks ago.,The colleagues realized what her mother stated a friend said her husband knew his brother said the journalist discovered the bribery two weeks ago.,fgd-embed4,that_no-gap,what_no-gap,19,295
The colleagues realized what her mother stated a friend said her husband knew his brother said the journalist discovered two weeks ago.,The colleagues realized that her mother stated a friend said her husband knew his brother said the journalist discovered two weeks ago.,fgd-embed4,what_gap,that_gap,19,296
She said that the politician stated his press secretary said the chief of staff thought his assistant suspects the reporter put the microphone on the table.,She said what the politician stated his press secretary said the chief of staff thought his assistant suspects the reporter put the microphone on the table.,fgd-embed4,that_no-gap,what_no-gap,20,297
She said what the politician stated his press secretary said the chief of staff thought his assistant suspects the reporter put on the table.,She said that the politician stated his press secretary said the chief of staff thought his assistant suspects the reporter put on the table.,fgd-embed4,what_gap,that_gap,20,298
We all know that the old man thinks the woman knows the young boy said his friend saw the teacher gave a test to her students.,We all know what the old man thinks the woman knows the young boy said his friend saw the teacher gave a test to her students.,fgd-embed4,that_no-gap,what_no-gap,21,299
We all know what the old man thinks the woman knows the young boy said his friend saw the teacher gave to her students.,We all know that the old man thinks the woman knows the young boy said his friend saw the teacher gave to her students.,fgd-embed4,what_gap,that_gap,21,300
The fact that my brother said that his friend trusted our uncle at the party surprised my daughter yesterday afternoon.,The fact that my brother said who his friend trusted our uncle at the party surprised my daughter yesterday afternoon.,fgd_hierarchy,that_nogap,what_nogap,1,301
The fact that my brother said who his friend trusted at the party surprised my daughter yesterday afternoon.,The fact that my brother said that his friend trusted at the party surprised my daughter yesterday afternoon.,fgd_hierarchy,what_subjgap,that_subjgap,1,302
The fact that the cop knows that the criminal shot the old widow with a gun pleased the mayor last year.,The fact that the cop knows who the criminal shot the old widow with a gun pleased the mayor last year.,fgd_hierarchy,that_nogap,what_nogap,2,303
The fact that the cop knows who the criminal shot with a gun pleased the mayor last year.,The fact that the cop knows that the criminal shot with a gun pleased the mayor last year.,fgd_hierarchy,what_subjgap,that_subjgap,2,304
The fact that the guard said that the convict kicked his enemy during breakfast surprised the guard last week.,The fact that the guard said who the convict kicked his enemy during breakfast surprised the guard last week.,fgd_hierarchy,that_nogap,what_nogap,3,305
The fact that the guard said who the convict kicked during breakfast surprised the guard last week.,The fact that the guard said that the convict kicked during breakfast surprised the guard last week.,fgd_hierarchy,what_subjgap,that_subjgap,3,306
The fact that the real estate agent knew that the old couple saw their friends at the club shocked his friends over the weekend.,The fact that the real estate agent knew who the old couple saw their friends at the club shocked his friends over the weekend.,fgd_hierarchy,that_nogap,what_nogap,4,307
The fact that the real estate agent knew who the old couple saw at the club shocked his friends over the weekend.,The fact that the real estate agent knew that the old couple saw at the club shocked his friends over the weekend.,fgd_hierarchy,what_subjgap,that_subjgap,4,308
The fact that the journalist stated that the president fired his secretary without warning surprised the editor when the article was published.,The fact that the journalist stated who the president fired his secretary without warning surprised the editor when the article was published.,fgd_hierarchy,that_nogap,what_nogap,5,309
The fact that the journalist stated who the president fired without warning surprised the editor when the article was published.,The fact that the journalist stated that the president fired without warning surprised the editor when the article was published.,fgd_hierarchy,what_subjgap,that_subjgap,5,310
The fact that our mother does not know that her friend trusts her sister with her will surprised us when they found out.,The fact that our mother does not know who her friend trusts her sister with her will surprised us when they found out.,fgd_hierarchy,that_nogap,what_nogap,6,311
The fact that our mother does not know who her friend trusts with her will surprised us when they found out.,The fact that our mother does not know that her friend trusts with her will surprised us when they found out.,fgd_hierarchy,what_subjgap,that_subjgap,6,312
The fact that the lawyers acknowledged that their client represented the businessman without difficulty worried the judge over the weekend.,The fact that the lawyers acknowledged who their client represented the businessman without difficulty worried the judge over the weekend.,fgd_hierarchy,that_nogap,what_nogap,7,313
The fact that the lawyers acknowledged who their client represented without difficulty worried the judge over the weekend.,The fact that the lawyers acknowledged that their client represented without difficulty worried the judge over the weekend.,fgd_hierarchy,what_subjgap,that_subjgap,7,314
The fact that the chef knew that his assistant cut the chef by accident surprised the customers yesterday evening.,The fact that the chef knew who his assistant cut the chef by accident surprised the customers yesterday evening.,fgd_hierarchy,that_nogap,what_nogap,8,315
The fact that the chef knew who his assistant cut by accident surprised the customers yesterday evening.,The fact that the chef knew that his assistant cut by accident surprised the customers yesterday evening.,fgd_hierarchy,what_subjgap,that_subjgap,8,316
The fact that the journalist disclosed that the mayor talked with his rival last night shocked the donors when they found out.,The fact that the journalist disclosed who the mayor talked with his rival last night shocked the donors when they found out.,fgd_hierarchy,that_nogap,what_nogap,9,317
The fact that the journalist disclosed who the mayor talked with last night shocked the donors when they found out.,The fact that the journalist disclosed that the mayor talked with last night shocked the donors when they found out.,fgd_hierarchy,what_subjgap,that_subjgap,9,318
The fact that the assistant signaled that the police observed the activist through a telescope confused the inspectors last month.,The fact that the assistant signaled who the police observed the activist through a telescope confused the inspectors last month.,fgd_hierarchy,that_nogap,what_nogap,10,319
The fact that the assistant signaled who the police observed through a telescope confused the inspectors last month.,The fact that the assistant signaled that the police observed through a telescope confused the inspectors last month.,fgd_hierarchy,what_subjgap,that_subjgap,10,320
The fact that the guard knew that the man shot the senator last week worried the spy when he found out.,The fact that the guard knew who the man shot the senator last week worried the spy when he found out.,fgd_hierarchy,that_nogap,what_nogap,11,321
The fact that the guard knew who the man shot last week worried the spy when he found out.,The fact that the guard knew that the man shot last week worried the spy when he found out.,fgd_hierarchy,what_subjgap,that_subjgap,11,322
The fact that the reporter said that the witness identified during the trial worried the official overseeing the case.,The fact that the reporter said who the witness identified the suspect during the trial worried the official overseeing the case.,fgd_hierarchy,that_nogap,what_nogap,12,323
The fact that the reporter said who the witness identified during the trial worried the official overseeing the case.,The fact that the reporter said that the witness identified the suspect during the trial worried the official overseeing the case.,fgd_hierarchy,what_subjgap,that_subjgap,12,324
The fact that the newspaper stated that the congressman bribed the commissioner two years ago surprised his daughter when it was published.,The fact that the newspaper stated who the congressman bribed the commissioner two years ago surprised his daughter when it was published.,fgd_hierarchy,that_nogap,what_nogap,13,325
The fact that the newspaper stated who the congressman bribed two years ago surprised his daughter when it was published.,The fact that the newspaper stated that the congressman bribed two years ago surprised his daughter when it was published.,fgd_hierarchy,what_subjgap,that_subjgap,13,326
The fact that the article stated that the author liked the film director in his youth delighted the literary critics last year.,The fact that the article stated who the author liked the film director in his youth delighted the literary critics last year.,fgd_hierarchy,that_nogap,what_nogap,14,327
The fact that the article stated who the author liked in his youth delighted the literary critics last year.,The fact that the article stated that the author liked in his youth delighted the literary critics last year.,fgd_hierarchy,what_subjgap,that_subjgap,14,328
The fact that the banker found out that the senator will nominate his son tomorrow surprised the stock trader when he found out about it.,The fact that the banker found out who the senator will nominate his son tomorrow surprised the stock trader when he found out about it.,fgd_hierarchy,that_nogap,what_nogap,15,329
The fact that the banker found out who the senator will nominate tomorrow surprised the stock trader when he found out about it.,The fact that the banker found out that the senator will nominate tomorrow surprised the stock trader when he found out about it.,fgd_hierarchy,what_subjgap,that_subjgap,15,330
The fact that the social worker forgot that her client does not like her father with great passion delighted her friends last week.,The fact that the social worker forgot who her client does not like her father with great passion delighted her friends last week.,fgd_hierarchy,that_nogap,what_nogap,16,331
The fact that the social worker forgot who her client does not like with great passion delighted her friends last week.,The fact that the social worker forgot that her client does not like with great passion delighted her friends last week.,fgd_hierarchy,what_subjgap,that_subjgap,16,332
The fact that the clerk indicated that her colleague recommended the man to the board worried the town clerk last month.,The fact that the clerk indicated who her colleague recommended the man to the board worried the town clerk last month.,fgd_hierarchy,that_nogap,what_nogap,17,333
The fact that the clerk indicated who her colleague recommended to the board worried the town clerk last month.,The fact that the clerk indicated that her colleague recommended to the board worried the town clerk last month.,fgd_hierarchy,what_subjgap,that_subjgap,17,334
The fact that the soldier recalled that the officer talked with the private during training annoyed the captain yesterday night.,The fact that the soldier recalled who the officer talked with the private during training annoyed the captain yesterday night.,fgd_hierarchy,that_nogap,what_nogap,18,335
The fact that the soldier recalled who the officer talked with during training annoyed the captain yesterday night.,The fact that the soldier recalled that the officer talked with during training annoyed the captain yesterday night.,fgd_hierarchy,what_subjgap,that_subjgap,18,336
The fact that our father knew that my brother would wed his high school girlfriend two years ago worried his relatives when they found out.,The fact that our father knew who my brother would wed his high school girlfriend two years ago worried his relatives when they found out.,fgd_hierarchy,that_nogap,what_nogap,19,337
The fact that our father knew who my brother would wed two years ago worried his relatives when they found out.,The fact that our father knew that my brother would wed two years ago worried his relatives when they found out.,fgd_hierarchy,what_subjgap,that_subjgap,19,338
The fact that we confirmed that our friend does not like his professor greatly surprised my mother many years ago.,The fact that we confirmed who our friend does not like his professor greatly surprised my mother many years ago.,fgd_hierarchy,that_nogap,what_nogap,20,339
The fact that we confirmed who our friend does not like greatly surprised my mother many years ago.,The fact that we confirmed that our friend does not like greatly surprised my mother many years ago.,fgd_hierarchy,what_subjgap,that_subjgap,20,340
The fact that the detective knew that the suspect followed the drug dealer around town surprised his assistant when she found out.,The fact that the detective knew who the suspect followed the drug dealer around town surprised his assistant when she found out.,fgd_hierarchy,that_nogap,what_nogap,21,341
The fact that the detective knew who the suspect followed around town surprised his assistant when she found out.,The fact that the detective knew that the suspect followed around town surprised his assistant when she found out.,fgd_hierarchy,what_subjgap,that_subjgap,21,342
The fact that the man said that the old woman hit the boy during Sunday school annoyed the people yesterday evening.,The fact that the man said who the old woman hit the boy during Sunday school annoyed the people yesterday evening.,fgd_hierarchy,that_nogap,what_nogap,22,343
The fact that the man said who the old woman hit during Sunday school annoyed the people yesterday evening.,The fact that the man said that the old woman hit during Sunday school annoyed the people yesterday evening.,fgd_hierarchy,what_subjgap,that_subjgap,22,344
The fact that my friend knew that the cop saved the old man during the flood pleased his teacher last weekend.,The fact that my friend knew who the cop saved the old man during the flood pleased his teacher last weekend.,fgd_hierarchy,that_nogap,what_nogap,23,345
The fact that my friend knew who the cop saved during the flood pleased his teacher last weekend.,The fact that my friend knew that the cop saved during the flood pleased his teacher last weekend.,fgd_hierarchy,what_subjgap,that_subjgap,23,346
The fact that the doctor recalled that the patient likes the football star very much delighted his parents at the hospital.,The fact that the doctor recalled who the patient likes the football star very much delighted his parents at the hospital.,fgd_hierarchy,that_nogap,what_nogap,24,347
The fact that the doctor recalled who the patient likes very much delighted his parents at the hospital.,The fact that the doctor recalled that the patient likes very much delighted his parents at the hospital.,fgd_hierarchy,what_subjgap,that_subjgap,24,348
I know that our uncle grabbed the food in front of the guests at the holiday party.,I know what our uncle grabbed the food in front of the guests at the holiday party.,fgd_object,that_nogap,what_nogap,1,349
I know what our uncle grabbed in front of the guests at the holiday party.,I know that our uncle grabbed in front of the guests at the holiday party.,fgd_object,what_gap,that_gap,1,350
My neighbor told me that the dog caught the mouse in full view of the neighbors yesterday.,My neighbor told me what the dog caught the mouse in full view of the neighbors yesterday.,fgd_object,that_nogap,what_nogap,2,351
My neighbor told me what the dog caught in full view of the neighbors yesterday.,My neighbor told me that the dog caught in full view of the neighbors yesterday.,fgd_object,what_gap,that_gap,2,352
I know that the committee delivered the report to the president by the deadline.,I know what the committee delivered the report to the president by the deadline.,fgd_object,that_nogap,what_nogap,3,353
I know what the committee delivered to the president by the deadline.,I know that the committee delivered to the president by the deadline.,fgd_object,what_gap,that_gap,3,354
You remember that the businessman showed the presentation to the visitors after lunch.,You remember what the businessman showed the presentation to the visitors after lunch.,fgd_object,that_nogap,what_nogap,4,355
You remember what the businessman showed to the visitors after lunch.,You remember that the businessman showed to the visitors after lunch.,fgd_object,what_gap,that_gap,4,356
She told me that the star student stole answers to the test from the history teacher last year.,She told me what the star student stole answers to the test from the history teacher last year.,fgd_object,that_nogap,what_nogap,5,357
She told me what the star student stole from the history teacher last year.,She told me that the star student stole from the history teacher last year.,fgd_object,what_gap,that_gap,5,358
She knows that the collector forged the painting with the help of a new technology a short while ago.,She knows what the collector forged the painting with the help of a new technology a short while ago.,fgd_object,that_nogap,what_nogap,6,359
She knows what the collector forged with the help of a new technology a short while ago.,She knows that the collector forged with the help of a new technology a short while ago.,fgd_object,what_gap,that_gap,6,360
We all remember that the convict brought a gun into the prison two weeks ago.,We all remember what the convict brought a gun into the prison two weeks ago.,fgd_object,that_nogap,what_nogap,7,361
We all remember what the convict brought into the prison two weeks ago.,We all remember that the convict brought into the prison two weeks ago.,fgd_object,what_gap,that_gap,7,362
My friend reported that the company will sell multiple assets to benefit stock holders over the subsequent quarter.,My friend reported what the company will sell multiple assets to benefit stock holders over the subsequent quarter.,fgd_object,that_nogap,what_nogap,8,363
My friend reported what the company will sell to benefit stock holders over the subsequent quarter.,My friend reported that the company will sell to benefit stock holders over the subsequent quarter.,fgd_object,what_gap,that_gap,8,364
I do not know that her rival derailed the performance with a cruel plan last week.,I do not know what her rival derailed the performance with a cruel plan last week.,fgd_object,that_nogap,what_nogap,9,365
I do not know what her rival derailed with a cruel plan last week.,I do not know that her rival derailed with a cruel plan last week.,fgd_object,what_gap,that_gap,9,366
She can guess that the movie star will be awarded a prize for her hard work during the award ceremony.,She can guess what the movie star will be awarded a prize for her hard work during the award ceremony.,fgd_object,that_nogap,what_nogap,10,367
She can guess what the movie star will get for her hard work during the award ceremony.,She can guess that the movie star will get for her hard work during the award ceremony.,fgd_object,what_gap,that_gap,10,368
The newspaper reported that the suspect killed the witness with a gun in the middle of the night.,The newspaper reported who the suspect killed the witness with a gun in the middle of the night.,fgd_object,that_nogap,what_nogap,11,369
The newspaper reported who the suspect killed with a gun in the middle of the night.,The newspaper reported that the suspect killed with a gun in the middle of the night.,fgd_object,what_gap,that_gap,11,370
We recall that the man placed a delicate plate next to the open fire over an hour ago.,We recall what the man placed a delicate plate next to the open fire over an hour ago.,fgd_object,that_nogap,what_nogap,12,371
We recall what the man placed next to the open fire over an hour ago.,We recall that the man placed next to the open fire over an hour ago.,fgd_object,what_gap,that_gap,12,372
I remember that the nurse should administer the new medicine to the sick patient without any delay.,I remember what the nurse should administer the new medicine to the sick patient without any delay.,fgd_object,that_nogap,what_nogap,13,373
I remember what the nurse should administer to the sick patient without any delay.,I remember that the nurse should administer to the sick patient without any delay.,fgd_object,what_gap,that_gap,13,374
Our friend knew that the gossip column revealed family secrets to the whole town yesterday.,Our friend knew what the gossip column revealed family secrets to the whole town yesterday.,fgd_object,that_nogap,what_nogap,14,375
Our friend knew what the gossip column revealed to the whole town yesterday.,Our friend knew that the gossip column revealed to the whole town yesterday.,fgd_object,what_gap,that_gap,14,376
The mayor told me that the authorities repaired the golf course for a wealthy businessman over the summer.,The mayor told me what the authorities repaired the golf course for a wealthy businessman over the summer.,fgd_object,that_nogap,what_nogap,15,377
The mayor told me what the authorities repaired for a wealthy businessman over the summer.,The mayor told me that the authorities repaired for a wealthy businessman over the summer.,fgd_object,what_gap,that_gap,15,378
My friend remembers that the government collected sensitive data about foreign threats using illegal methods.,My friend remembers what the government collected sensitive data about foreign threats using illegal methods.,fgd_object,that_nogap,what_nogap,16,379
My friend remembers what the government collected about foreign threats using illegal methods.,My friend remembers that the government collected about foreign threats using illegal methods.,fgd_object,what_gap,that_gap,16,380
The newspaper said that the neighbors sold a convertible to the new couple last month.,The newspaper said what the neighbors sold a convertible to the new couple last month.,fgd_object,that_nogap,what_nogap,17,381
The newspaper said what the neighbors sold to the new couple last month.,The newspaper said that the neighbors sold to the new couple last month.,fgd_object,what_gap,that_gap,17,382
Our neighbor said that the student sent a package to her mother over a week ago.,Our neighbor said what the student sent a package to her mother over a week ago.,fgd_object,that_nogap,what_nogap,18,383
Our neighbor said what the student sent to her mother over a week ago.,Our neighbor said that the student sent to her mother over a week ago.,fgd_object,what_gap,that_gap,18,384
My friend told me that the university hired a new administrator to help with increased enrollment for the following year.,My friend told me who the university hired a new administrator to help with increased enrollment for the following year.,fgd_object,that_nogap,what_nogap,19,385
My friend told me who the university hired to help with increased enrollment for the following year.,My friend told me that the university hired to help with increased enrollment for the following year.,fgd_object,what_gap,that_gap,19,386
She can not believe that my good friend stole a candy bar from the store when he was young.,She can not believe what my good friend stole a candy bar from the store when he was young.,fgd_object,that_nogap,what_nogap,20,387
She can not believe what my good friend stole from the store when he was young.,She can not believe that my good friend stole from the store when he was young.,fgd_object,what_gap,that_gap,20,388
Our neighbor reminded us that the truck dragged the car out of the swamp last spring.,Our neighbor reminded us what the truck dragged the car out of the swamp last spring.,fgd_object,that_nogap,what_nogap,21,389
Our neighbor reminded us what the truck dragged out of the swamp last spring.,Our neighbor reminded us that the truck dragged out of the swamp last spring.,fgd_object,what_gap,that_gap,21,390
The shop owner told me that the restaurant prepared a great meal for their favorite guests yesterday evening.,The shop owner told me what the restaurant prepared a great meal for their favorite guests yesterday evening.,fgd_object,that_nogap,what_nogap,22,391
The shop owner told me what the restaurant prepared for their favorite guests yesterday evening.,The shop owner told me that the restaurant prepared for their favorite guests yesterday evening.,fgd_object,what_gap,that_gap,22,392
My sister told me that the newspaper published a long story about the mayor last month.,My sister told me what the newspaper published a long story about the mayor last month.,fgd_object,that_nogap,what_nogap,23,393
My sister told me what the newspaper published about the mayor last month.,My sister told me that the newspaper published about the mayor last month.,fgd_object,what_gap,that_gap,23,394
We remember that our new friend brought a large present to the birthday party last weekend.,We remember what our new friend brought a large present to the birthday party last weekend.,fgd_object,that_nogap,what_nogap,24,395
We remember what our new friend brought to the birthday party last weekend.,We remember that our new friend brought to the birthday party last weekend.,fgd_object,what_gap,that_gap,24,396
I know that our uncle grabbed the food in front of the guests at the holiday party.,I know who our uncle grabbed the food in front of the guests at the holiday party.,fgd_pp,that_nogap,what_nogap,1,397
I know who our uncle grabbed the food in front of at the holiday party.,I know that our uncle grabbed the food in front of at the holiday party.,fgd_pp,what_gap,that_gap,1,398
My neighbor told me that the dog caught the mouse in full view of the neighbors yesterday.,My neighbor told me who the dog caught the mouse in full view of the neighbors yesterday.,fgd_pp,that_nogap,what_nogap,2,399
My neighbor told me who the dog caught the mouse in full view of yesterday.,My neighbor told me that the dog caught the mouse in full view of yesterday.,fgd_pp,what_gap,that_gap,2,400
I know that the committee delivered the report to the president by the deadline.,I know who the committee delivered the report to the president by the deadline.,fgd_pp,that_nogap,what_nogap,3,401
I know who the committee delivered the report to by the deadline.,I know that the committee delivered the report to by the deadline.,fgd_pp,what_gap,that_gap,3,402
You remember that the businessman showed the presentation to the visitors after lunch.,You remember who the businessman showed the presentation to the visitors after lunch.,fgd_pp,that_nogap,what_nogap,4,403
You remember who the businessman showed the presentation to after lunch.,You remember that the businessman showed the presentation to after lunch.,fgd_pp,what_gap,that_gap,4,404
She told me that the star student stole answers to the test from the history teacher last year.,She told me who the star student stole answers to the test from the history teacher last year.,fgd_pp,that_nogap,what_nogap,5,405
She told me who the star student stole answers to the test from last year.,She told me that the star student stole answers to the test from last year.,fgd_pp,what_gap,that_gap,5,406
She knows that the collector forged the painting with the help of a new technology a short while ago.,She knows what the collector forged the painting with the help of a new technology a short while ago.,fgd_pp,that_nogap,what_nogap,6,407
She knows what the collector forged the painting with the help of a short while ago.,She knows that the collector forged the painting with the help of a short while ago.,fgd_pp,what_gap,that_gap,6,408
We all remember that the convict brought a gun into the prison two weeks ago.,We all remember what the convict brought a gun into the prison two weeks ago.,fgd_pp,that_nogap,what_nogap,7,409
We all remember what the convict brought a gun into two weeks ago.,We all remember that the convict brought a gun into two weeks ago.,fgd_pp,what_gap,that_gap,7,410
My friend reported that the company will sell multiple assets for stock holders over the subsequent quarter.,My friend reported who the company will sell multiple assets for stock holders over the subsequent quarter.,fgd_pp,that_nogap,what_nogap,8,411
My friend reported who the company will sell multiple assets for over the subsequent quarter.,My friend reported that the company will sell multiple assets for over the subsequent quarter.,fgd_pp,what_gap,that_gap,8,412
I do not know that her rival derailed the performance with a cruel plan last week.,I do not know what her rival derailed the performance with a cruel plan last week.,fgd_pp,that_nogap,what_nogap,9,413
I do not know what her rival derailed the performance with last week.,I do not know that her rival derailed the performance with last week.,fgd_pp,what_gap,that_gap,9,414
She can guess that the movie star will be awarded a prize for her hard work during the award ceremony.,She can guess what the movie star will be awarded a prize for her hard work during the award ceremony.,fgd_pp,that_nogap,what_nogap,10,415
She can guess what the movie star will be awarded a prize for during the award ceremony.,She can guess that the movie star will be awarded a prize for during the award ceremony.,fgd_pp,what_gap,that_gap,10,416
The newspaper reported that the suspect killed the witness with a gun in the middle of the night.,The newspaper reported what the suspect killed the witness with a gun in the middle of the night.,fgd_pp,that_nogap,what_nogap,11,417
